"RT @PRFMnews: 19.03: RT @FadiyahMaghfira: Lampu merah perempatan Gedebage mati, lalu lintas jadi semrawut. #lalinBDG  Cc @dishub_kotabdg",lalin
RT @PRFMnews: 21.11: RT @BandungCC2016: Arus lalu lintas daerah Surapati Core terpantau masih padat. #lalinBDG https://t.co/uquCHyBL0I,lalin
21.11: RT @BandungCC2016: Arus lalu lintas daerah Surapati Core terpantau masih padat. #lalinBDG https://t.co/uquCHyBL0I,lalin
20.50: Depan RS Advent arah Cihampelas Walk lalu lintas tidak bergerak. (P. Opik). #lalinBDG https://t.co/X4wWQITJ2B,lalin
"@PRFMnews lalin katapang,soreang lancar jaya. Cuaca cerah #lalinBDG https://t.co/hjR0PS9Vqb",lalin
"@PRFMnews lalin katapang,soreang lancar jaya. Cuaca cerah #lalinBDG https://t.co/ADNm2xcRgk",lalin
"19.03: RT @FadiyahMaghfira: Lampu merah perempatan Gedebage mati, lalu lintas jadi semrawut. #lalinBDG  Cc @dishub_kotabdg",lalin
RT @PRFMnews: 17.27: RT @Widaning: Jalan Ibrahim Adjie dari Binong sampai Samsat Kiaracondong lancar jaya. #lalinBDG,lalin
18.55: RT @BandungCC2016: Arus lalu lintas daerah perempatan Jalan Jakarta terpantau ramai lancar. #lalinBDG https://t.co/QELSEPd4H8,lalin
RT @PRFMnews: 16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t…,lalin
18.50: RT @BandungCC2016: Arus lalin daerah Simpang Dago terpantau padat ke arah bawah. Arah atas lancar. #lalinBDG https://t.co/nVnJO5KOro,lalin
"18.44: RT @ErwinGoh1: Daerah BTC menuju Tol Pasteur lumayan padat merayap, weekend. Hati-hati. #lalinBDG https://t.co/HGqBy9ove5",lalin
"#lalinBDG 18.36 daerah btc menuju tol Pasteur lumayan padat merayap , weekend. Hati hati guys @infobdg @PRFMnews https://t.co/pKF1RYPJr9",lalin
"18.21: RT @dacil123: Lalu lintas Jalan Pasteur macet, mulai dari jembatan Pasupati. #lalinBDG https://t.co/H2KmG8FGQu",lalin
"18.09: RT @wds_16: Jalan PHH Mustofa kedua arah lancar walaupun agak tersendat, cuaca cerah. #lalinBDG https://t.co/m3FGDfg0sm",lalin
17.56: RT @ariefrerefauzha: Antara  lampu merah Jalan Laswi dan Jalan Sukabumi lalu lintas diam. #lalinBDG https://t.co/5bub5M3QEp,lalin
17.50: Sudah sejam macet di Terusan Jalan Jakarta depan Borma arah barat. (P. Djoko). #lalinBDG https://t.co/UsgiAx4WyC,lalin
17.44: RT Jalan Soekarno Hatta ke arah barat mendekati perempatan Jalan Moch Toha macet. (P. Mustawan). #lalinBDG https://t.co/tvXH7eRFU6,lalin
@PRFMnews Akar permasalahan pelanggaran #lalinBDG terutama pembiaran dan krn krg tegas aparat polisi sbg penegak hukum thdp pelanggar.,notlalin
17.27: RT @Widaning: Jalan Ibrahim Adjie dari Binong sampai Samsat Kiaracondong lancar jaya. #lalinBDG,lalin
RT @PRFMnews: 16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t…,lalin
"RT @PRFMnews: 16.57: RT @agamamino: Makanya pakai helm neng, lagi moment Operasi Zebra Lodaya 2016. #lalinBDG https://t.co/sI6wo8GGCv",notlalin
RT @PRFMnews: 16.59: RT @BandungCC2016: Arus lalin daerah Pasar Kordon - Ciwastra terpantau padat. #LalinBdg https://t.co/rPxe2nDnet,lalin
RT @PRFMnews: 17.20: RT @triclaksono: Kondisi lalu lintas di sekitar Pasar Astana Anyar ramai lancar. #lalinBDG https://t.co/a2aCcf0qJY,lalin
17.20: RT @triclaksono: Kondisi lalu lintas di sekitar Pasar Astana Anyar ramai lancar. #lalinBDG https://t.co/a2aCcf0qJY,lalin
"RT @Kel_PasirBiru: 25/11/16
Giat LINMAS @Kel_PasirBiru mengatur #lalinBDG sore di Jl.AH Nasution.
Cc @ridwankamil @KecamatanCibiru @PemumBd…",notlalin
RT @PRFMnews: 16.59: RT @BandungCC2016: Arus lalin daerah Pasar Kordon - Ciwastra terpantau padat. #LalinBdg https://t.co/rPxe2nDnet,lalin
16.59: RT @BandungCC2016: Arus lalin daerah Pasar Kordon - Ciwastra terpantau padat. #LalinBdg https://t.co/rPxe2nDnet,lalin
"25/11/16
Giat LINMAS @Kel_PasirBiru mengatur #lalinBDG sore di Jl.AH Nasution.
Cc @ridwankamil @KecamatanCibiru… https://t.co/qnRmYlgexy",notlalin
16.57: RT @BandungCC2016: Arus lalu lintas daerah Gasibu terpantau cukup padat.  #lalinBDG https://t.co/iC41KCV7OG,lalin
"16.57: RT @agamamino: Makanya pakai helm neng, lagi moment Operasi Zebra Lodaya 2016. #lalinBDG https://t.co/sI6wo8GGCv",notlalin
RT @infobdg: #lalinBDG 16.26 : lalu lintas Jl. Laswi arah Gatsu macet. Patuhi rambu lalu lintasnya ya taruwit. https://t.co/Bg0CEHrB2s,lalin
RT @PRFMnews: 16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t…,lalin
16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t.co/ONam3J6u3J,lalin
#lalinBDG 16.26 : lalu lintas Jl. Laswi arah Gatsu macet. Patuhi rambu lalu lintasnya ya taruwit. https://t.co/Bg0CEHrB2s,lalin
"16.19: Jalan PHH Mustofa arah lampu merah Jalan Pahlawan padat, biasanya di depan RM Ampera Pak Ogah suka mengatur… https://t.co/YGp096sgYP",lalin
"RT @PRFMnews: 16.15: RT @seblakseblok: Jalan Pajajaran arah IP macet pisan, ujung macet sampai stopan Husein.  #lalinBDG https://t.co/JDM5i…",lalin
"16.15: RT @seblakseblok: Jalan Pajajaran arah IP macet pisan, ujung macet sampai stopan Husein.  #lalinBDG https://t.co/JDM5ixU1ZF",lalin
@SyaifulAndy Jl. PHH Mustofa depan Surapati Core terpantau lancar #lalinBDG,lalin
RT @PRFMnews: 15:35: RT @BandungCC2016: Perempatan Pahlawan arah Jl. PHH Mustofa terpantau macet #LalinBdg https://t.co/50jca3bu4a,lalin
15:35: RT @BandungCC2016: Perempatan Pahlawan arah Jl. PHH Mustofa terpantau macet #LalinBdg https://t.co/50jca3bu4a,lalin
15:35 Perempatan Pahlawan arah Jl. PHH Mustofa terpantau macet #lalinBDG @tmc_restabesbdg @dishub_kotabdg @PRFMnews… https://t.co/JZFoQbgJx9,lalin
#lalinBDG 14.51: Arus lalin daerah Surapati Core trpntau lncar ke 2 jalur&amp; berhati2 hujan sdh turun | @BandungCC2016 https://t.co/eaiPt3lyAT,lalin
#lalinBDG 14.50: Arus lalin daerah Setiabudhi arah ke lembang dan sebaliknya terpantau ramai | @BandungCC2016 https://t.co/gOiaX1K9yH,lalin
RT @infobdg: #lalinBDG 14.39: Arus lalin daerah Cicabe - Cicaheum terpantau ramai dan lancar dijalur sebaliknya | @BandungCC2016 https://t.…,lalin
#lalinBDG 14.39: Arus lalin daerah Cicabe - Cicaheum terpantau ramai dan lancar dijalur sebaliknya | @BandungCC2016 https://t.co/4GU0ZpDLvI,lalin
#lalinBDG 14.37: Arus lalin daerah Cimindi dan daerah Kebon Kopi terpantau ramai lancar | @BandungCC2016 https://t.co/wPOlZI9nnc,lalin
@RadioElshinta @NTMCLantasPolri Selepas angkiot2 ngetem d Setiabudi baru lancar. #lalinBDG https://t.co/TCbcHilScA,lalin
"#lalinBDG #cuacaBDG 8:06 jalan pelajar pejuang - BKR ramai lancar dan mendung, siap siaga hujan https://t.co/9jY6wA93o6",lalin
#lalinBDG 7.48 : Arus lalin daerah Surapati Core dan daerah Gasibu terpantau ramai lancar | @BandungCC2016 https://t.co/JWDVPEHCkL,lalin
RT @BandungCC2016: 07.25 Arus lalin daerah Suniaraja - Pasar Baru terpantau lancar jaya @PRFMnews @infobdg @tmc_restabesbdg #lalinBDG https…,lalin
"7.25 RT @kang_mumuy
Lalin jl trs Jakarta arah perempatan Kircon macet mulai dari pertigaan kalijati, cuaca mendung #lalinbdg #cuacabdg",lalin
07.28 Arus lalin per4an Buahbatu - Soetta terpantau ramai disetiap per4an @PRFMnews @infobdg @tmc_restabesbdg… https://t.co/r206vF7493,lalin
07.25 Arus lalin daerah Suniaraja - Pasar Baru terpantau lancar jaya @PRFMnews @infobdg @tmc_restabesbdg #lalinBDG https://t.co/u7hApWp4lA,lalin
07.23 Arus lalin daerah Braga terpantau lancar dipagi yg cerah ini @PRFMnews @infobdg @tmc_restabesbdg #lalinBDG https://t.co/NPgEYsdj4v,lalin
"7.25 terusan jakarta arah perempatan kircon macet mulai dari pertigaan kalijati, cuaca mendung @PRFMnews #lalinbdg #cuacabdg",lalin
"RT @infobdg: #lalinBDG 11.01: Demo buruh, long march di jalan Merdeka Balai Kota https://t.co/YXc7ipIZVQ",notlalin
RT @infobdg: #lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,lalin
RT @PRFMnews: 18.21: RT @oetjhoen: Soekarno Hatta dari Buah batu arah ke samsat macetnya ampun... pengen nangis!😭 #LalinBdg https://t.co/MG…,lalin
RT @PRFMnews: 18.25: RT @vdCloser: Jln Hasan Saputra - Salendro macet parah arah Karawitan #LalinBdg,lalin
RT @PRFMnews: 18.32: RT @kenziihimura: Perempatan Otista (Pasar Baru) - Jalan Asia Afrika - Jalan Sudirman juara macetnya. #lalinBDG https:…,lalin
RT @infobdg: #lalinBDG 18.55 : Soekarno hatta arah ke kircon macet | @IzzyRenjana https://t.co/Dh8BkP3O9p,lalin
"18.55: RT @bambangSud: Terusan Kiaracondong arah utara macet total, sudah 40 menit hampir tidak bergerak. #lalinBDG",lalin
#lalinBDG 18.55 : Soekarno hatta arah ke kircon macet | @IzzyRenjana https://t.co/Dh8BkP3O9p,lalin
RT @BandungCC2016: 18:07 Jl. Supratman arah Cicadas terpantau padat #lalinBDG @tmc_restabesbdg @dishub_kotabdg @PRFMnews @infobdg @infoband…,lalin
RT @PRFMnews: 18.21: RT @oetjhoen: Soekarno Hatta dari Buah batu arah ke samsat macetnya ampun... pengen nangis!😭 #LalinBdg https://t.co/MG…,lalin
RT @PRFMnews: 18.25: RT @vdCloser: Jln Hasan Saputra - Salendro macet parah arah Karawitan #LalinBdg,lalin
RT @PRFMnews: 18.32: RT @kenziihimura: Perempatan Otista (Pasar Baru) - Jalan Asia Afrika - Jalan Sudirman juara macetnya. #lalinBDG https:…,lalin
RT @infobdg: #lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,lalin
18.32: RT @kenziihimura: Perempatan Otista (Pasar Baru) - Jalan Asia Afrika - Jalan Sudirman juara macetnya.… https://t.co/F6eyj4a5cm,lalin
18.25: RT @vdCloser: Jln Hasan Saputra - Salendro macet parah arah Karawitan #LalinBdg,lalin
18.21: RT @oetjhoen: Soekarno Hatta dari Buah batu arah ke samsat macetnya ampun... pengen nangis!😭 #LalinBdg https://t.co/MG7IuxH7Ir,lalin
RT @infobdg: #lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,lalin
"RT @PRFMnews: 18.02: RT @GianVialli: Exit Tol Buah Batu menuju perempatan Buah Batu ditempuh dengan waktu 1jam, juara. #lalinBDG https://t.…",notlalin
#lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,lalin
18.08: RT @BandungCC2016: Jalan Supratman arah Cicadas terpantau padat. #lalinBDG https://t.co/jZT6cLyvkT,lalin
18:07 Jl. Supratman arah Cicadas terpantau padat #lalinBDG @tmc_restabesbdg @dishub_kotabdg @PRFMnews @infobdg… https://t.co/9tWQUNCUFm,lalin
"18.02: RT @GianVialli: Exit Tol Buah Batu menuju perempatan Buah Batu ditempuh dengan waktu 1jam, juara. #lalinBDG https://t.co/7GvMl8aXLE",notlalin
17.58: RT @BandungCC2016: Arus lalu lintas daerah Jalan Pahlawan terpantau padat ke Jalan Katamso. #lalinBDG  https://t.co/o7BSkRyciY,lalin
17.54: Mobil mogok posisi depan Disnaker Jalan Ssoekarno Hatta arah Carrefour kondisi lalu lintas jalur lambat terh… https://t.co/48ZUiVVVZ7,lalin
17.54: RT @BandungCC2016: Arus lalin daerah Pahlawan terpantau padat ke katamso #LalinBdg #BCC https://t.co/o7BSkRyciY,lalin
"RT @PRFMnews: 17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t…",lalin
"RT @PRFMnews: 17:37: kawasan Cicaheum sampai Cileunyi lancar jaya, arah sebaliknya sama cuaca mendung. (P. Herlan). #lalinBDG https://t.co/…",lalin
RT @PRFMnews: 17.02: RT @BandungCC2016: Arus  lalu lintas daerah Jalan Sudirman terpantau ramai lancar. #lalinBDG  https://t.co/3nunMJAAsK,lalin
"RT @PRFMnews: 16.51: RT @BandungCC2016: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/yedt…",lalin
"RT @PRFMnews: 17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t…",lalin
"17:37: kawasan Cicaheum sampai Cileunyi lancar jaya, arah sebaliknya sama cuaca mendung. (P. Herlan). #lalinBDG https://t.co/OpNtNwEfnR",lalin
"RT @PRFMnews: 17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t…",lalin
"17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t.co/3t0cMX3ZZf",lalin
RT @angki_lfc: Perempatan jalan padasuka-suci ramai lancar @infobandung @PRFMnews #lalinBDG https://t.co/D9bNbTYbK9,lalin
"17.37: RT @Kamal_fauzan: Jalan Salendro padat, cuaca mendung, kemacetan hingga mendekati Jalan Turangga. #lalinBDG https://t.co/6RiZ3UcpwA",lalin
17.36: RT @angki_lfc: Perempatan Jalan Padasuka - Jalan Suci ramai lancar. #lalinBDG https://t.co/NFl6FzMPq7,lalin
Perempatan jalan padasuka-suci ramai lancar @infobandung @PRFMnews #lalinBDG https://t.co/D9bNbTYbK9,lalin
"RT @PRFMnews: 16.51: RT @BandungCC2016: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/yedt…",lalin
17.33 RT PRFMnews Jalan Setiabudi depan Griya arah Ledeng efek yang mau ke Gegerkalong. #lalinBDG https://t.co/v4lkUnIor5,notlalin
17.31 RT PRFMnews Kel_PasirBiru: Giat Linmas mengatur lalu lintas sore di Jalan AH. Nasution. #lalinBDG https://t.co/HaiXmallhv,notlalin
RT @PRFMnews: 17.18: RT @koes_ro: Lalu lintas semrawut di putaran Jalan Sulanjana - Jalan Tamansari tidak ada petugas. #lalinBDG https://t.…,lalin
RT @PRFMnews: 16.52: RT @marselldea: Jalan Soekarno Hatta masih macet. #lalinBDG   https://t.co/HCwFHBwoWY,lalin
"RT @PRFMnews: 17.16: RT @vhii_novi23: Jalan Buah Batu arah Carrefour macet parah, semrawut di perempat Buah Batu. #lalinBDG Cc @tmc_restabe…",lalin
RT @PRFMnews: 17.18: RT @koes_ro: Lalu lintas semrawut di putaran Jalan Sulanjana - Jalan Tamansari tidak ada petugas. #lalinBDG https://t.…,lalin
RT @PRFMnews: 17.26: RT @glennvalentino: Jalan Setiabudi depan Griya arah Ledeng efek yang mau ke Gegerkalong. #lalinBDG https://t.co/ECvgI…,lalin
RT @PRFMnews: 17.29: RT @Kel_PasirBiru: Giat Linmas @Kel_PasirBiru mengatur lalu lintas sore di Jalan AH. Nasution. #lalinBDG https://t.co/…,lalin
17.29: RT @Kel_PasirBiru: Giat Linmas @Kel_PasirBiru mengatur lalu lintas sore di Jalan AH. Nasution. #lalinBDG https://t.co/XR8wYaI1Mf,lalin
17.26: RT @glennvalentino: Jalan Setiabudi depan Griya arah Ledeng efek yang mau ke Gegerkalong. #lalinBDG https://t.co/ECvgIkW6bn,lalin
"RT @infobdg: #lalinBDG 14.30: di lampu merah S.hatta-Bubat arah Samsat padat merayap, Ngaheab | @siouutay https://t.co/O70pzVE5cR",lalin
RT @PRFMnews: 16.29: RT @yudik59: Dari Jalan Batununggal sampai Jalan Buah Batu 1 jam mantap. #lalinBDG,notlalin
"RT @PRFMnews: 17.16: RT @vhii_novi23: Jalan Buah Batu arah Carrefour macet parah, semrawut di perempat Buah Batu. #lalinBDG Cc @tmc_restabe…",lalin
17.18: RT @koes_ro: Lalu lintas semrawut di putaran Jalan Sulanjana - Jalan Tamansari tidak ada petugas. #lalinBDG https://t.co/jyEBpyxRxS,lalin
"17.16: RT @vhii_novi23: Jalan Buah Batu arah Carrefour macet parah, semrawut di perempat Buah Batu. #lalinBDG Cc @tmc_restabesbdg",lalin
@PRFMnews pabeulit di putaran sulanjana - taman sari gak ada petugas #lalinBDG https://t.co/65l3EKWRd5,lalin
17.02: RT @BandungCC2016: Arus  lalu lintas daerah Jalan Sudirman terpantau ramai lancar. #lalinBDG  https://t.co/3nunMJAAsK,lalin
#lalinBDG 17.02: daerah Sudirman terpantau ramai lancar | @BandungCC2016 https://t.co/RfVeuFzJmL,lalin
"RT @infobdg: #lalinBDG 16.57: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang | @BandungCC2016 https://t.co/R5rg2EX0po",lalin
"#lalinBDG 16.57: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang | @BandungCC2016 https://t.co/R5rg2EX0po",lalin
#lalinBDG 16.56: daerah Surapati Core terpantau padat | @BandungCC2016 https://t.co/Zh0BKDZ0q7,lalin
"16.52 Wib RT PRFMnews  Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/u8B5xdzg2h",lalin
RT @PRFMnews: 16.52: RT @marselldea: Jalan Soekarno Hatta masih macet. #lalinBDG   https://t.co/HCwFHBwoWY,lalin
16.52: RT @marselldea: Jalan Soekarno Hatta masih macet. #lalinBDG   https://t.co/HCwFHBwoWY,lalin
"16.51: RT @BandungCC2016: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/yedtNiJZRM",lalin
16.50: RT @BandungCC2016: Arus lalu lintas daerah Antapani terpantau padat di kedua arah. #lalinBDG  https://t.co/xrd0X8NAbQ,lalin
"16:50 Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang @tmc_restabesbdg @dishub_kotabdg… https://t.co/PMP0JIaAXh",lalin
"16.50: RT @christantina93: Jalan layang Pasupati arah Jalan Pasteur macet parah, maju sedikit-sedikit. #lalinBDG https://t.co/f840zgRqqL",lalin
16.49: RT @BandungCC2016: Arus lalu lintas daerah Surapati Core terpantau padat. #lalinBDG https://t.co/w12OpYlE7Y,lalin
16.40 Operasi zebra @Polres_Cimahi  meninbulkan kemacetan sampai fly over cimindi. #lalinBDG @PRFMnews,lalin
16.39: RT @_ujangkemod: Lalu lintas di Pasar Baru selalu begini hampir sepanjang hari. #lalinBDG https://t.co/VRQ9lqzZ6i,lalin
RT @PRFMnews: 16.29: RT @yudik59: Dari Jalan Batununggal sampai Jalan Buah Batu 1 jam mantap. #lalinBDG,notlalin
16.29: RT @yudik59: Dari Jalan Batununggal sampai Jalan Buah Batu 1 jam mantap. #lalinBDG,notlalin
RT @swarapublik: 15.05 RT BandungCC2016 perempatan Jl. Jakarta terpantau padat dari cicadas PRFMnews infobdg #lalinBDG https://t.co/Fm3gX4F…,lalin
RT @swarapublik: 15.05 RT BandungCC2016 perempatan Jl. Jakarta terpantau padat dari cicadas PRFMnews infobdg #lalinBDG https://t.co/Fm3gX4F…,lalin
15.05 RT BandungCC2016 perempatan Jl. Jakarta terpantau padat dari cicadas PRFMnews infobdg #lalinBDG https://t.co/Fm3gX4FuXu,lalin
15.03 Arus lalin daerah Soetta-Buah Batu dan Soetta-Kiaracondong terpantau padat @PRFMnews @tmc_restabesbdg… https://t.co/mAMSbzhLDt,lalin
15.00 Arus lalin daerah perempatan Jl. Jakarta terpantau padat dari cicadas @PRFMnews @tmc_restabesbdg @infobdg… https://t.co/qWXLoVhgbr,lalin
"RT @infobdg: #lalinBDG 14.30: di lampu merah S.hatta-Bubat arah Samsat padat merayap, Ngaheab | @siouutay https://t.co/O70pzVE5cR",lalin
"#lalinBDG 14.30: di lampu merah S.hatta-Bubat arah Samsat padat merayap, Ngaheab | @siouutay https://t.co/O70pzVE5cR",lalin
Kondisi terkini laporan pandangan mata di lampu merah S.hatta-Bubat arah Samsat.. Ngaheab.. 😁 @PRFMnews @infobdg… https://t.co/EuopdUNWa7,lalin
RT @infobdg: #lalinBDG 11.42: Arus lalin daerah Suniaraja - Pasar Baru ABC terpantau padat harap bersabar | @BandungCC2016 https://t.co/452…,lalin
"RT @kangtris: Suasana Jalan Telaga bodas, bandung, cukup lengang #lalinBDG @PRFMnews https://t.co/BDqW9zxFQp",lalin
"Suasana Jalan Telaga bodas, bandung, cukup lengang #lalinBDG @PRFMnews https://t.co/BDqW9zxFQp",lalin
RT @infobdg: #lalinBDG 17.00 : Jl. Burangrang ramai lancar https://t.co/z8Lxsdyn4x,lalin
#WartaBDG via @BandungCC2016: Unjuk rasa bergerak dari Jl. Merdeka menuju Jl. Aceh #lalinBDG @sekitarbdg_ https://t.co/TXVVhpfeRq,notlalin
RT @infobdg: #lalinBDG 16.12 : Arus lalin daerah Setiabudi terpantau masih lancar | @BandungCC2016 https://t.co/7PUmEGy79c,lalin
RT @infobdg: #lalinBDG 12.21: Unjuk rasa bergerak dari Jl. Merdeka menuju Jl. Aceh | @BandungCC2016 https://t.co/eQXGeZSsqx,lalin
RT @infobdg: #lalinBDG 12.21: Unjuk rasa bergerak dari Jl. Merdeka menuju Jl. Aceh | @BandungCC2016 https://t.co/eQXGeZSsqx,lalin
#lalinBDG 12.21: Unjuk rasa bergerak dari Jl. Merdeka menuju Jl. Aceh | @BandungCC2016 https://t.co/eQXGeZSsqx,lalin
12:12 Unjuk rasa bergerak dari Jl. Merdeka menuju Jl. Aceh #lalinBDG @tmc_restabesbdg @PRFMnews @infobdg… https://t.co/Z9EJPs2QJY,lalin
